,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
0,2015,1,albert_park,hamilton,1985-01-07,British,mercedes,1,5514067.0,Finished,25.0,1
1,2015,1,albert_park,rosberg,1985-06-27,German,mercedes,2,5515427.0,Finished,18.0,2
2,2015,1,albert_park,vettel,1987-07-03,German,ferrari,4,5548590.0,Finished,15.0,3
3,2015,1,albert_park,massa,1981-04-25,Brazilian,williams,3,5552263.0,Finished,12.0,4
4,2015,1,albert_park,nasr,1992-08-21,Brazilian,sauber,10,5609216.0,Finished,10.0,5
5,2015,1,albert_park,ricciardo,1989-07-01,Australian,red_bull,6,,+1 Lap,8.0,6
6,2015,1,albert_park,hulkenberg,1987-08-19,German,force_india,13,,+1 Lap,6.0,7
7,2015,1,albert_park,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,4.0,8
8,2015,1,albert_park,sainz,1994-09-01,Spanish,toro_rosso,7,,+1 Lap,2.0,9
9,2015,1,albert_park,perez,1990-01-26,Mexican,force_india,14,,+1 Lap,1.0,10
10,2015,1,albert_park,button,1980-01-19,British,mclaren,16,,+2 Laps,0.0,11
11,2015,1,albert_park,raikkonen,1979-10-17,Finnish,ferrari,5,,Wheel,0.0,12
12,2015,1,albert_park,max_verstappen,1997-09-30,Dutch,toro_rosso,11,,Engine,0.0,13
13,2015,1,albert_park,grosjean,1986-04-17,French,lotus_f1,8,,Power loss,0.0,14
14,2015,1,albert_park,maldonado,1985-03-09,Venezuelan,lotus_f1,9,,Accident,0.0,15
15,2015,1,albert_park,kvyat,1994-04-26,Russian,red_bull,12,,Withdrew,0.0,16
16,2015,1,albert_park,kevin_magnussen,1992-10-05,Danish,mclaren,17,,Withdrew,0.0,17
17,2015,1,albert_park,bottas,1989-08-28,Finnish,williams,0,,Withdrew,0.0,18
18,2015,2,sepang,vettel,1987-07-03,German,ferrari,2,6065793.0,Finished,25.0,1
19,2015,2,sepang,hamilton,1985-01-07,British,mercedes,1,6074362.0,Finished,18.0,2
20,2015,2,sepang,rosberg,1985-06-27,German,mercedes,3,6078103.0,Finished,15.0,3
21,2015,2,sepang,raikkonen,1979-10-17,Finnish,ferrari,11,6119615.0,Finished,12.0,4
22,2015,2,sepang,bottas,1989-08-28,Finnish,williams,8,6136202.0,Finished,10.0,5
23,2015,2,sepang,massa,1981-04-25,Brazilian,williams,7,6139379.0,Finished,8.0,6
24,2015,2,sepang,max_verstappen,1997-09-30,Dutch,toro_rosso,6,6163555.0,Finished,6.0,7
25,2015,2,sepang,sainz,1994-09-01,Spanish,toro_rosso,15,,+1 Lap,4.0,8
26,2015,2,sepang,kvyat,1994-04-26,Russian,red_bull,5,,+1 Lap,2.0,9
27,2015,2,sepang,ricciardo,1989-07-01,Australian,red_bull,4,,+1 Lap,1.0,10
28,2015,2,sepang,grosjean,1986-04-17,French,lotus_f1,10,,+1 Lap,0.0,11
29,2015,2,sepang,nasr,1992-08-21,Brazilian,sauber,16,,+1 Lap,0.0,12
30,2015,2,sepang,perez,1990-01-26,Mexican,force_india,14,,+1 Lap,0.0,13
31,2015,2,sepang,hulkenberg,1987-08-19,German,force_india,13,,+1 Lap,0.0,14
32,2015,2,sepang,merhi,1991-03-22,Spanish,manor,19,,+3 Laps,0.0,15
33,2015,2,sepang,maldonado,1985-03-09,Venezuelan,lotus_f1,12,,Retired,0.0,16
34,2015,2,sepang,button,1980-01-19,British,mclaren,17,,Turbo,0.0,17
35,2015,2,sepang,alonso,1981-07-29,Spanish,mclaren,18,,ERS,0.0,18
36,2015,2,sepang,ericsson,1990-09-02,Swedish,sauber,9,,Spun off,0.0,19
37,2015,2,sepang,stevens,1991-06-28,British,manor,0,,Fuel system,0.0,20
38,2015,3,shanghai,hamilton,1985-01-07,British,mercedes,1,5982008.0,Finished,25.0,1
39,2015,3,shanghai,rosberg,1985-06-27,German,mercedes,2,5982722.0,Finished,18.0,2
40,2015,3,shanghai,vettel,1987-07-03,German,ferrari,3,5984996.0,Finished,15.0,3
41,2015,3,shanghai,raikkonen,1979-10-17,Finnish,ferrari,6,5985843.0,Finished,12.0,4
42,2015,3,shanghai,massa,1981-04-25,Brazilian,williams,4,5990552.0,Finished,10.0,5
43,2015,3,shanghai,bottas,1989-08-28,Finnish,williams,5,5991893.0,Finished,8.0,6
44,2015,3,shanghai,grosjean,1986-04-17,French,lotus_f1,8,6001016.0,Finished,6.0,7
45,2015,3,shanghai,nasr,1992-08-21,Brazilian,sauber,9,6004633.0,Finished,4.0,8
46,2015,3,shanghai,ricciardo,1989-07-01,Australian,red_bull,7,6014125.0,Finished,2.0,9
47,2015,3,shanghai,ericsson,1990-09-02,Swedish,sauber,10,,+1 Lap,1.0,10
48,2015,3,shanghai,perez,1990-01-26,Mexican,force_india,15,,+1 Lap,0.0,11
49,2015,3,shanghai,alonso,1981-07-29,Spanish,mclaren,18,,+1 Lap,0.0,12
50,2015,3,shanghai,sainz,1994-09-01,Spanish,toro_rosso,14,,+1 Lap,0.0,13
51,2015,3,shanghai,button,1980-01-19,British,mclaren,17,,+1 Lap,0.0,14
52,2015,3,shanghai,stevens,1991-06-28,British,manor,19,,+2 Laps,0.0,15
53,2015,3,shanghai,merhi,1991-03-22,Spanish,manor,20,,+2 Laps,0.0,16
54,2015,3,shanghai,max_verstappen,1997-09-30,Dutch,toro_rosso,13,,Transmission,0.0,17
55,2015,3,shanghai,maldonado,1985-03-09,Venezuelan,lotus_f1,11,,Brakes,0.0,18
56,2015,3,shanghai,kvyat,1994-04-26,Russian,red_bull,12,,Power Unit,0.0,19
57,2015,3,shanghai,hulkenberg,1987-08-19,German,force_india,16,,Gearbox,0.0,20
58,2015,4,bahrain,hamilton,1985-01-07,British,mercedes,1,5705809.0,Finished,25.0,1
59,2015,4,bahrain,raikkonen,1979-10-17,Finnish,ferrari,4,5709189.0,Finished,18.0,2
60,2015,4,bahrain,rosberg,1985-06-27,German,mercedes,3,5711842.0,Finished,15.0,3
61,2015,4,bahrain,bottas,1989-08-28,Finnish,williams,5,5748766.0,Finished,12.0,4
62,2015,4,bahrain,vettel,1987-07-03,German,ferrari,2,5749798.0,Finished,10.0,5
63,2015,4,bahrain,ricciardo,1989-07-01,Australian,red_bull,7,5767560.0,Finished,8.0,6
64,2015,4,bahrain,grosjean,1986-04-17,French,lotus_f1,10,5790572.0,Finished,6.0,7
65,2015,4,bahrain,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,4.0,8
66,2015,4,bahrain,kvyat,1994-04-26,Russian,red_bull,17,,+1 Lap,2.0,9
67,2015,4,bahrain,massa,1981-04-25,Brazilian,williams,6,,+1 Lap,1.0,10
68,2015,4,bahrain,alonso,1981-07-29,Spanish,mclaren,14,,+1 Lap,0.0,11
69,2015,4,bahrain,nasr,1992-08-21,Brazilian,sauber,12,,+1 Lap,0.0,12
70,2015,4,bahrain,hulkenberg,1987-08-19,German,force_india,8,,+1 Lap,0.0,13
71,2015,4,bahrain,ericsson,1990-09-02,Swedish,sauber,13,,+1 Lap,0.0,14
72,2015,4,bahrain,maldonado,1985-03-09,Venezuelan,lotus_f1,16,,+1 Lap,0.0,15
73,2015,4,bahrain,stevens,1991-06-28,British,manor,18,,+2 Laps,0.0,16
74,2015,4,bahrain,merhi,1991-03-22,Spanish,manor,19,,+3 Laps,0.0,17
75,2015,4,bahrain,max_verstappen,1997-09-30,Dutch,toro_rosso,15,,Electrical,0.0,18
76,2015,4,bahrain,sainz,1994-09-01,Spanish,toro_rosso,9,,Engine,0.0,19
77,2015,4,bahrain,button,1980-01-19,British,mclaren,20,,ERS,0.0,20
78,2015,5,catalunya,rosberg,1985-06-27,German,mercedes,1,6072555.0,Finished,25.0,1
79,2015,5,catalunya,hamilton,1985-01-07,British,mercedes,2,6090106.0,Finished,18.0,2
80,2015,5,catalunya,vettel,1987-07-03,German,ferrari,3,6117897.0,Finished,15.0,3
81,2015,5,catalunya,bottas,1989-08-28,Finnish,williams,4,6131772.0,Finished,12.0,4
82,2015,5,catalunya,raikkonen,1979-10-17,Finnish,ferrari,7,6132557.0,Finished,10.0,5
83,2015,5,catalunya,massa,1981-04-25,Brazilian,williams,9,6153869.0,Finished,8.0,6
84,2015,5,catalunya,ricciardo,1989-07-01,Australian,red_bull,10,,+1 Lap,6.0,7
85,2015,5,catalunya,grosjean,1986-04-17,French,lotus_f1,11,,+1 Lap,4.0,8
86,2015,5,catalunya,sainz,1994-09-01,Spanish,toro_rosso,5,,+1 Lap,2.0,9
87,2015,5,catalunya,kvyat,1994-04-26,Russian,red_bull,8,,+1 Lap,1.0,10
88,2015,5,catalunya,max_verstappen,1997-09-30,Dutch,toro_rosso,6,,+1 Lap,0.0,11
89,2015,5,catalunya,nasr,1992-08-21,Brazilian,sauber,15,,+1 Lap,0.0,12
90,2015,5,catalunya,perez,1990-01-26,Mexican,force_india,18,,+1 Lap,0.0,13
91,2015,5,catalunya,ericsson,1990-09-02,Swedish,sauber,16,,+1 Lap,0.0,14
92,2015,5,catalunya,hulkenberg,1987-08-19,German,force_india,17,,+1 Lap,0.0,15
93,2015,5,catalunya,button,1980-01-19,British,mclaren,14,,+1 Lap,0.0,16
94,2015,5,catalunya,stevens,1991-06-28,British,manor,19,,+3 Laps,0.0,17
95,2015,5,catalunya,merhi,1991-03-22,Spanish,manor,20,,+4 Laps,0.0,18
96,2015,5,catalunya,maldonado,1985-03-09,Venezuelan,lotus_f1,12,,Accident,0.0,19
97,2015,5,catalunya,alonso,1981-07-29,Spanish,mclaren,13,,Brakes,0.0,20
98,2015,6,monaco,rosberg,1985-06-27,German,mercedes,2,6558420.0,Finished,25.0,1
99,2015,6,monaco,vettel,1987-07-03,German,ferrari,3,6562906.0,Finished,18.0,2
100,2015,6,monaco,hamilton,1985-01-07,British,mercedes,1,6564473.0,Finished,15.0,3
101,2015,6,monaco,kvyat,1994-04-26,Russian,red_bull,5,6570385.0,Finished,12.0,4
102,2015,6,monaco,ricciardo,1989-07-01,Australian,red_bull,4,6572028.0,Finished,10.0,5
103,2015,6,monaco,raikkonen,1979-10-17,Finnish,ferrari,6,6572765.0,Finished,8.0,6
104,2015,6,monaco,perez,1990-01-26,Mexican,force_india,7,6573433.0,Finished,6.0,7
105,2015,6,monaco,button,1980-01-19,British,mclaren,10,6574483.0,Finished,4.0,8
106,2015,6,monaco,nasr,1992-08-21,Brazilian,sauber,14,6582046.0,Finished,2.0,9
107,2015,6,monaco,sainz,1994-09-01,Spanish,toro_rosso,0,6583476.0,Finished,1.0,10
108,2015,6,monaco,hulkenberg,1987-08-19,German,force_india,11,6584652.0,Finished,0.0,11
109,2015,6,monaco,grosjean,1986-04-17,French,lotus_f1,15,6586835.0,Finished,0.0,12
110,2015,6,monaco,ericsson,1990-09-02,Swedish,sauber,17,6589579.0,Finished,0.0,13
111,2015,6,monaco,bottas,1989-08-28,Finnish,williams,16,6604209.0,Finished,0.0,14
112,2015,6,monaco,massa,1981-04-25,Brazilian,williams,12,,+1 Lap,0.0,15
113,2015,6,monaco,merhi,1991-03-22,Spanish,manor,19,,+2 Laps,0.0,16
114,2015,6,monaco,stevens,1991-06-28,British,manor,18,,+2 Laps,0.0,17
115,2015,6,monaco,max_verstappen,1997-09-30,Dutch,toro_rosso,9,,Accident,0.0,18
116,2015,6,monaco,alonso,1981-07-29,Spanish,mclaren,13,,Gearbox,0.0,19
117,2015,6,monaco,maldonado,1985-03-09,Venezuelan,lotus_f1,8,,Brakes,0.0,20
118,2015,7,villeneuve,hamilton,1985-01-07,British,mercedes,1,5513145.0,Finished,25.0,1
119,2015,7,villeneuve,rosberg,1985-06-27,German,mercedes,2,5515430.0,Finished,18.0,2
120,2015,7,villeneuve,bottas,1989-08-28,Finnish,williams,4,5553811.0,Finished,15.0,3
121,2015,7,villeneuve,raikkonen,1979-10-17,Finnish,ferrari,3,5558770.0,Finished,12.0,4
122,2015,7,villeneuve,vettel,1987-07-03,German,ferrari,18,5563048.0,Finished,10.0,5
123,2015,7,villeneuve,massa,1981-04-25,Brazilian,williams,15,5569526.0,Finished,8.0,6
124,2015,7,villeneuve,maldonado,1985-03-09,Venezuelan,lotus_f1,6,5579809.0,Finished,6.0,7
125,2015,7,villeneuve,hulkenberg,1987-08-19,German,force_india,7,,+1 Lap,4.0,8
126,2015,7,villeneuve,kvyat,1994-04-26,Russian,red_bull,8,,+1 Lap,2.0,9
127,2015,7,villeneuve,grosjean,1986-04-17,French,lotus_f1,5,,+1 Lap,1.0,10
128,2015,7,villeneuve,perez,1990-01-26,Mexican,force_india,10,,+1 Lap,0.0,11
129,2015,7,villeneuve,sainz,1994-09-01,Spanish,toro_rosso,11,,+1 Lap,0.0,12
130,2015,7,villeneuve,ricciardo,1989-07-01,Australian,red_bull,9,,+1 Lap,0.0,13
131,2015,7,villeneuve,ericsson,1990-09-02,Swedish,sauber,12,,+1 Lap,0.0,14
132,2015,7,villeneuve,max_verstappen,1997-09-30,Dutch,toro_rosso,19,,+1 Lap,0.0,15
133,2015,7,villeneuve,nasr,1992-08-21,Brazilian,sauber,14,,+2 Laps,0.0,16
134,2015,7,villeneuve,stevens,1991-06-28,British,manor,17,,+4 Laps,0.0,17
135,2015,7,villeneuve,merhi,1991-03-22,Spanish,manor,16,,Retired,0.0,18
136,2015,7,villeneuve,button,1980-01-19,British,mclaren,20,,Retired,0.0,19
137,2015,7,villeneuve,alonso,1981-07-29,Spanish,mclaren,13,,Engine,0.0,20
138,2015,8,red_bull_ring,rosberg,1985-06-27,German,mercedes,2,5416930.0,Finished,25.0,1
139,2015,8,red_bull_ring,hamilton,1985-01-07,British,mercedes,1,5425730.0,Finished,18.0,2
140,2015,8,red_bull_ring,massa,1981-04-25,Brazilian,williams,4,5434503.0,Finished,15.0,3
141,2015,8,red_bull_ring,vettel,1987-07-03,German,ferrari,3,5435111.0,Finished,12.0,4
142,2015,8,red_bull_ring,bottas,1989-08-28,Finnish,williams,6,5470534.0,Finished,10.0,5
143,2015,8,red_bull_ring,hulkenberg,1987-08-19,German,force_india,5,5481005.0,Finished,8.0,6
144,2015,8,red_bull_ring,maldonado,1985-03-09,Venezuelan,lotus_f1,10,,+1 Lap,6.0,7
145,2015,8,red_bull_ring,max_verstappen,1997-09-30,Dutch,toro_rosso,7,,+1 Lap,4.0,8
146,2015,8,red_bull_ring,perez,1990-01-26,Mexican,force_india,13,,+1 Lap,2.0,9
147,2015,8,red_bull_ring,ricciardo,1989-07-01,Australian,red_bull,18,,+1 Lap,1.0,10
148,2015,8,red_bull_ring,nasr,1992-08-21,Brazilian,sauber,8,,+1 Lap,0.0,11
149,2015,8,red_bull_ring,kvyat,1994-04-26,Russian,red_bull,15,,+1 Lap,0.0,12
150,2015,8,red_bull_ring,ericsson,1990-09-02,Swedish,sauber,11,,+2 Laps,0.0,13
151,2015,8,red_bull_ring,merhi,1991-03-22,Spanish,manor,16,,+3 Laps,0.0,14
152,2015,8,red_bull_ring,grosjean,1986-04-17,French,lotus_f1,9,,Gearbox,0.0,15
153,2015,8,red_bull_ring,sainz,1994-09-01,Spanish,toro_rosso,12,,Power loss,0.0,16
154,2015,8,red_bull_ring,button,1980-01-19,British,mclaren,20,,Retired,0.0,17
155,2015,8,red_bull_ring,stevens,1991-06-28,British,manor,17,,Oil leak,0.0,18
156,2015,8,red_bull_ring,raikkonen,1979-10-17,Finnish,ferrari,14,,Collision,0.0,19
157,2015,8,red_bull_ring,alonso,1981-07-29,Spanish,mclaren,19,,Collision,0.0,20
158,2015,9,silverstone,hamilton,1985-01-07,British,mercedes,1,5487729.0,Finished,25.0,1
159,2015,9,silverstone,rosberg,1985-06-27,German,mercedes,2,5498685.0,Finished,18.0,2
160,2015,9,silverstone,vettel,1987-07-03,German,ferrari,6,5513172.0,Finished,15.0,3
161,2015,9,silverstone,massa,1981-04-25,Brazilian,williams,3,5524568.0,Finished,12.0,4
162,2015,9,silverstone,bottas,1989-08-28,Finnish,williams,4,5550923.0,Finished,10.0,5
163,2015,9,silverstone,kvyat,1994-04-26,Russian,red_bull,7,5551684.0,Finished,8.0,6
164,2015,9,silverstone,hulkenberg,1987-08-19,German,force_india,9,5566473.0,Finished,6.0,7
165,2015,9,silverstone,raikkonen,1979-10-17,Finnish,ferrari,5,,+1 Lap,4.0,8
166,2015,9,silverstone,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,2.0,9
167,2015,9,silverstone,alonso,1981-07-29,Spanish,mclaren,17,,+1 Lap,1.0,10
168,2015,9,silverstone,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,0.0,11
169,2015,9,silverstone,merhi,1991-03-22,Spanish,manor,20,,+3 Laps,0.0,12
170,2015,9,silverstone,stevens,1991-06-28,British,manor,19,,+3 Laps,0.0,13
171,2015,9,silverstone,sainz,1994-09-01,Spanish,toro_rosso,8,,Electrical,0.0,14
172,2015,9,silverstone,ricciardo,1989-07-01,Australian,red_bull,10,,Electrical,0.0,15
173,2015,9,silverstone,max_verstappen,1997-09-30,Dutch,toro_rosso,13,,Spun off,0.0,16
174,2015,9,silverstone,grosjean,1986-04-17,French,lotus_f1,12,,Collision,0.0,17
175,2015,9,silverstone,maldonado,1985-03-09,Venezuelan,lotus_f1,14,,Collision,0.0,18
176,2015,9,silverstone,button,1980-01-19,British,mclaren,18,,Collision,0.0,19
177,2015,9,silverstone,nasr,1992-08-21,Brazilian,sauber,16,,Gearbox,0.0,20
178,2015,10,hungaroring,vettel,1987-07-03,German,ferrari,3,6369985.0,Finished,25.0,1
179,2015,10,hungaroring,kvyat,1994-04-26,Russian,red_bull,7,6385733.0,Finished,18.0,2
180,2015,10,hungaroring,ricciardo,1989-07-01,Australian,red_bull,4,6395069.0,Finished,15.0,3
181,2015,10,hungaroring,max_verstappen,1997-09-30,Dutch,toro_rosso,9,6414236.0,Finished,12.0,4
182,2015,10,hungaroring,alonso,1981-07-29,Spanish,mclaren,15,6419064.0,Finished,10.0,5
183,2015,10,hungaroring,hamilton,1985-01-07,British,mercedes,1,6422010.0,Finished,8.0,6
184,2015,10,hungaroring,grosjean,1986-04-17,French,lotus_f1,10,6428563.0,Finished,6.0,7
185,2015,10,hungaroring,rosberg,1985-06-27,German,mercedes,2,6428861.0,Finished,4.0,8
186,2015,10,hungaroring,button,1980-01-19,British,mclaren,16,6437013.0,Finished,2.0,9
187,2015,10,hungaroring,ericsson,1990-09-02,Swedish,sauber,17,6439115.0,Finished,1.0,10
188,2015,10,hungaroring,nasr,1992-08-21,Brazilian,sauber,18,6443443.0,Finished,0.0,11
189,2015,10,hungaroring,massa,1981-04-25,Brazilian,williams,8,6444263.0,Finished,0.0,12
190,2015,10,hungaroring,bottas,1989-08-28,Finnish,williams,6,6450213.0,Finished,0.0,13
191,2015,10,hungaroring,maldonado,1985-03-09,Venezuelan,lotus_f1,14,6455127.0,Finished,0.0,14
192,2015,10,hungaroring,merhi,1991-03-22,Spanish,manor,19,,+2 Laps,0.0,15
193,2015,10,hungaroring,stevens,1991-06-28,British,manor,20,,+4 Laps,0.0,16
194,2015,10,hungaroring,sainz,1994-09-01,Spanish,toro_rosso,12,,Electrical,0.0,17
195,2015,10,hungaroring,raikkonen,1979-10-17,Finnish,ferrari,5,,Power Unit,0.0,18
196,2015,10,hungaroring,perez,1990-01-26,Mexican,force_india,13,,Suspension,0.0,19
197,2015,10,hungaroring,hulkenberg,1987-08-19,German,force_india,11,,Front wing,0.0,20
198,2015,11,spa,hamilton,1985-01-07,British,mercedes,1,5020387.0,Finished,25.0,1
199,2015,11,spa,rosberg,1985-06-27,German,mercedes,2,5022445.0,Finished,18.0,2
200,2015,11,spa,grosjean,1986-04-17,French,lotus_f1,9,5058375.0,Finished,15.0,3
201,2015,11,spa,kvyat,1994-04-26,Russian,red_bull,12,5066079.0,Finished,12.0,4
202,2015,11,spa,perez,1990-01-26,Mexican,force_india,4,5074384.0,Finished,10.0,5
203,2015,11,spa,massa,1981-04-25,Brazilian,williams,6,5075670.0,Finished,8.0,6
204,2015,11,spa,raikkonen,1979-10-17,Finnish,ferrari,16,5076090.0,Finished,6.0,7
205,2015,11,spa,max_verstappen,1997-09-30,Dutch,toro_rosso,18,5076463.0,Finished,4.0,8
206,2015,11,spa,bottas,1989-08-28,Finnish,williams,3,5081427.0,Power Unit,2.0,9
207,2015,11,spa,ericsson,1990-09-02,Swedish,sauber,13,5111621.0,Finished,1.0,10
208,2015,11,spa,nasr,1992-08-21,Brazilian,sauber,14,5122698.0,Finished,0.0,11
209,2015,11,spa,vettel,1987-07-03,German,ferrari,8,,Tyre,0.0,12
210,2015,11,spa,alonso,1981-07-29,Spanish,mclaren,20,,+1 Lap,0.0,13
211,2015,11,spa,button,1980-01-19,British,mclaren,19,,+1 Lap,0.0,14
212,2015,11,spa,merhi,1991-03-22,Spanish,manor,17,,+1 Lap,0.0,15
213,2015,11,spa,stevens,1991-06-28,British,manor,15,,+1 Lap,0.0,16
214,2015,11,spa,sainz,1994-09-01,Spanish,toro_rosso,10,,Power Unit,0.0,17
215,2015,11,spa,ricciardo,1989-07-01,Australian,red_bull,5,,Power Unit,0.0,18
216,2015,11,spa,maldonado,1985-03-09,Venezuelan,lotus_f1,7,,Engine,0.0,19
217,2015,11,spa,hulkenberg,1987-08-19,German,force_india,11,,Power loss,0.0,20
218,2015,12,monza,hamilton,1985-01-07,British,mercedes,1,4680688.0,Finished,25.0,1
219,2015,12,monza,vettel,1987-07-03,German,ferrari,3,4705730.0,Finished,18.0,2
220,2015,12,monza,massa,1981-04-25,Brazilian,williams,5,4728323.0,Finished,15.0,3
221,2015,12,monza,bottas,1989-08-28,Finnish,williams,6,4728684.0,Finished,12.0,4
222,2015,12,monza,raikkonen,1979-10-17,Finnish,ferrari,2,4749548.0,Finished,10.0,5
223,2015,12,monza,perez,1990-01-26,Mexican,force_india,7,4753471.0,Finished,8.0,6
224,2015,12,monza,hulkenberg,1987-08-19,German,force_india,9,,+1 Lap,6.0,7
225,2015,12,monza,ricciardo,1989-07-01,Australian,red_bull,19,,+1 Lap,4.0,8
226,2015,12,monza,ericsson,1990-09-02,Swedish,sauber,12,,+1 Lap,2.0,9
227,2015,12,monza,kvyat,1994-04-26,Russian,red_bull,18,,+1 Lap,1.0,10
228,2015,12,monza,sainz,1994-09-01,Spanish,toro_rosso,17,,+1 Lap,0.0,11
229,2015,12,monza,max_verstappen,1997-09-30,Dutch,toro_rosso,20,,+1 Lap,0.0,12
230,2015,12,monza,nasr,1992-08-21,Brazilian,sauber,17,,+1 Lap,0.0,13
231,2015,12,monza,button,1980-01-19,British,mclaren,15,,+1 Lap,0.0,14
232,2015,12,monza,stevens,1991-06-28,British,manor,13,,+2 Laps,0.0,15
233,2015,12,monza,merhi,1991-03-22,Spanish,manor,14,,+2 Laps,0.0,16
234,2015,12,monza,rosberg,1985-06-27,German,mercedes,4,,+3 Laps,0.0,17
235,2015,12,monza,alonso,1981-07-29,Spanish,mclaren,16,,+6 Laps,0.0,18
236,2015,12,monza,grosjean,1986-04-17,French,lotus_f1,8,,Collision damage,0.0,19
237,2015,12,monza,maldonado,1985-03-09,Venezuelan,lotus_f1,10,,Collision damage,0.0,20
238,2015,13,marina_bay,vettel,1987-07-03,German,ferrari,1,7282118.0,Finished,25.0,1
239,2015,13,marina_bay,ricciardo,1989-07-01,Australian,red_bull,2,7283596.0,Finished,18.0,2
240,2015,13,marina_bay,raikkonen,1979-10-17,Finnish,ferrari,3,7299272.0,Finished,15.0,3
241,2015,13,marina_bay,rosberg,1985-06-27,German,mercedes,6,7306838.0,Finished,12.0,4
242,2015,13,marina_bay,bottas,1989-08-28,Finnish,williams,7,7316322.0,Finished,10.0,5
243,2015,13,marina_bay,kvyat,1994-04-26,Russian,red_bull,4,7317626.0,Finished,8.0,6
244,2015,13,marina_bay,perez,1990-01-26,Mexican,force_india,13,7332954.0,Finished,6.0,7
245,2015,13,marina_bay,max_verstappen,1997-09-30,Dutch,toro_rosso,8,7333568.0,Finished,4.0,8
246,2015,13,marina_bay,sainz,1994-09-01,Spanish,toro_rosso,14,7334978.0,Finished,2.0,9
247,2015,13,marina_bay,nasr,1992-08-21,Brazilian,sauber,16,7372163.0,Finished,1.0,10
248,2015,13,marina_bay,ericsson,1990-09-02,Swedish,sauber,17,7379625.0,Finished,0.0,11
249,2015,13,marina_bay,maldonado,1985-03-09,Venezuelan,lotus_f1,18,7379836.0,Finished,0.0,12
250,2015,13,marina_bay,grosjean,1986-04-17,French,lotus_f1,10,,Tyre,0.0,13
251,2015,13,marina_bay,rossi,1991-09-25,American,manor,20,,+2 Laps,0.0,14
252,2015,13,marina_bay,stevens,1991-06-28,British,manor,19,,+2 Laps,0.0,15
253,2015,13,marina_bay,button,1980-01-19,British,mclaren,15,,Gearbox,0.0,16
254,2015,13,marina_bay,alonso,1981-07-29,Spanish,mclaren,12,,Gearbox,0.0,17
255,2015,13,marina_bay,hamilton,1985-01-07,British,mercedes,5,,Throttle,0.0,18
256,2015,13,marina_bay,massa,1981-04-25,Brazilian,williams,9,,Gearbox,0.0,19
257,2015,13,marina_bay,hulkenberg,1987-08-19,German,force_india,11,,Collision,0.0,20
258,2015,14,suzuka,hamilton,1985-01-07,British,mercedes,2,5286508.0,Finished,25.0,1
259,2015,14,suzuka,rosberg,1985-06-27,German,mercedes,1,5305472.0,Finished,18.0,2
260,2015,14,suzuka,vettel,1987-07-03,German,ferrari,4,5307358.0,Finished,15.0,3
261,2015,14,suzuka,raikkonen,1979-10-17,Finnish,ferrari,6,5320276.0,Finished,12.0,4
262,2015,14,suzuka,bottas,1989-08-28,Finnish,williams,3,5323254.0,Finished,10.0,5
263,2015,14,suzuka,hulkenberg,1987-08-19,German,force_india,13,5342067.0,Finished,8.0,6
264,2015,14,suzuka,grosjean,1986-04-17,French,lotus_f1,8,5358806.0,Finished,6.0,7
265,2015,14,suzuka,maldonado,1985-03-09,Venezuelan,lotus_f1,11,5360083.0,Finished,4.0,8
266,2015,14,suzuka,max_verstappen,1997-09-30,Dutch,toro_rosso,17,5381823.0,Finished,2.0,9
267,2015,14,suzuka,sainz,1994-09-01,Spanish,toro_rosso,10,,+1 Lap,1.0,10
268,2015,14,suzuka,alonso,1981-07-29,Spanish,mclaren,12,,+1 Lap,0.0,11
269,2015,14,suzuka,perez,1990-01-26,Mexican,force_india,9,,+1 Lap,0.0,12
270,2015,14,suzuka,kvyat,1994-04-26,Russian,red_bull,20,,+1 Lap,0.0,13
271,2015,14,suzuka,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,0.0,14
272,2015,14,suzuka,ricciardo,1989-07-01,Australian,red_bull,7,,+1 Lap,0.0,15
273,2015,14,suzuka,button,1980-01-19,British,mclaren,14,,+1 Lap,0.0,16
274,2015,14,suzuka,massa,1981-04-25,Brazilian,williams,5,,+2 Laps,0.0,17
275,2015,14,suzuka,rossi,1991-09-25,American,manor,19,,+2 Laps,0.0,18
276,2015,14,suzuka,stevens,1991-06-28,British,manor,18,,+3 Laps,0.0,19
277,2015,14,suzuka,nasr,1992-08-21,Brazilian,sauber,16,,Retired,0.0,20
278,2015,15,sochi,hamilton,1985-01-07,British,mercedes,2,5831024.0,Finished,25.0,1
279,2015,15,sochi,vettel,1987-07-03,German,ferrari,4,5836977.0,Finished,18.0,2
280,2015,15,sochi,perez,1990-01-26,Mexican,force_india,7,5859942.0,Finished,15.0,3
281,2015,15,sochi,massa,1981-04-25,Brazilian,williams,15,5869855.0,Finished,12.0,4
282,2015,15,sochi,kvyat,1994-04-26,Russian,red_bull,11,5878590.0,Finished,10.0,5
283,2015,15,sochi,nasr,1992-08-21,Brazilian,sauber,12,5887532.0,Finished,8.0,6
284,2015,15,sochi,maldonado,1985-03-09,Venezuelan,lotus_f1,14,5892112.0,Finished,6.0,7
